,tag,_timestamp,interventions,edit,unlearn,compression,model_name,edit_dataset,number_of_edits,wbits,compression_dataset,sparsity_ratio,qa_question_count_limit,mmlu accuracy,wmdp_bio accuracy,wmdp_cyber accuracy,PPL,PPL edits,PPl QA,Generalization,FLOPs,Success recall,Generalization recall,Locality,Average bits,Rewrite accuracy,PPl edits unmasked,Local recall,Latency,date
166,AWQ6bit-to-memit,1716336671.8422012,"['compress', 'edit']",MEMIT,,AWQ,Llama-3 (8b),zsre,50,6,c4,0.0,,0.5839623985187296,0.6732128829536528,0.44036235530951184,5.619840145111084,14603.046875,384.942138671875,0.8893333333333334,-1,0.9537777777777778,0.8893333333333334,0.026744606086162068,6.25,0.9537777777777778,538.3438110351562,0.026621794871794877,92.3812197265625,2024-05-22 00:11:11.842201233
167,AWQ3bit-to-memit,1716336249.7714074,"['compress', 'edit']",MEMIT,,AWQ,Llama-3 (8b),zsre,50,3,c4,0.0,,0.47251103831363056,0.5773762765121759,0.3930548565676899,7.566737651824951,11948.2822265625,517.1253662109375,0.8733333333333333,-1,0.9161111111111112,0.8733333333333333,0.029266127663186484,3.25,0.9161111111111112,589.2946166992188,0.02861385836385837,92.78644211578369,2024-05-22 00:04:09.771407366
174,Wanda0.55%-to-memit,1716336150.5689702,"['compress', 'edit']",MEMIT,,Wanda,Llama-3 (8b),zsre,50,4,c4,0.55,,0.3074348383421165,0.32992930086410055,0.31303472571716157,12.12551212310791,17911.625,675.4389038085938,0.10866666666666668,938.79 GFLOPS,0.2708888888888889,0.10866666666666668,0.008540305010893246,7.7523662860576925,0.2708888888888889,569.0687866210938,0.00903846153846154,-1.0,2024-05-22 00:02:30.568970203
168,AWQ5bit-to-memit,1716336116.5508711,"['compress', 'edit']",MEMIT,,AWQ,Llama-3 (8b),zsre,50,5,c4,0.0,,0.5930779091297536,0.6700706991358995,0.4302969300452944,5.684520721435547,19596.275390625,391.7461242675781,0.9788235294117646,-1,0.9977777777777778,0.9777777777777776,0.03762154754374868,5.25,0.9988235294117648,554.0814819335938,0.03773290598290598,90.69510153198242,2024-05-22 00:01:56.550871134
176,Wanda0.35%-to-memit,1716336096.0263736,"['compress', 'edit']",MEMIT,,Wanda,Llama-3 (8b),zsre,50,4,c4,0.35,,0.5546218487394958,0.6307934014139828,0.4172118772018118,6.344268798828125,14237.96484375,415.9171752929687,0.7694040404040404,1.3 TFLOPS,0.8273333333333333,0.767888888888889,0.031234749455337697,10.75177471454327,0.8288484848484847,433.6012878417969,0.03162606837606838,-1.0,2024-05-22 00:01:36.026373625
185,Wanda0.75%-to-memit,1716336021.86439,"['compress', 'edit']",MEMIT,,Wanda,Llama-3 (8b),zsre,50,4,c4,0.75,,0.23116365190143853,0.24901806755695208,0.26321087065928533,415.2431945800781,93690.859375,3665.7041015625,0.021904761904761903,581.16 GFLOPS,0.028888888888888888,0.016666666666666666,0.01082820688083846,4.75,0.028888888888888888,3208.16650390625,0.008899572649572649,-1.0,2024-05-22 00:00:21.864389896
202,GPTQ4bit-to-lora,1716329570.5086615,"['compress', 'edit']",Lora,,GPTQ,Llama-3 (8b),zsre,50,4,c4,0.0,,0.5695057684090585,0.6535742340926944,0.3965777554101661,8.251505851745605,14584.021484375,2477.627685546875,0.07388888888888889,-1,0.064,0.07388888888888889,0.009105135717711784,4.25,0.064,2602.620361328125,0.008899572649572649,88.21246661376954,2024-05-21 22:12:50.508661508
201,GPTQ2bit-to-lora,1716329559.4360702,"['compress', 'edit']",Lora,,GPTQ,Llama-3 (8b),zsre,50,2,c4,0.0,,0.2513174761429996,0.2498036135113904,0.2526421741318571,923830.8125,703930.3125,264301.34375,0.004000000000000001,-1,0.0,0.004,0.011195027195027194,2.25,0.0,279927.75,0.010361111111111113,87.03323442840576,2024-05-21 22:12:39.436070204
200,GPTQ8bit-to-lora,1716329462.5738797,"['compress', 'edit']",Lora,,GPTQ,Llama-3 (8b),zsre,50,8,c4,0.0,,0.6107392109386127,0.6928515318146111,0.4328132863613487,16.658891677856445,510408.3125,6089.71435546875,0.72,-1,1.0,0.72,0.04040714840714841,8.25,1.0,14225.7236328125,0.039427350427350426,86.36467610168457,2024-05-21 22:11:02.573879719
206,GPTQ4bit-to-ft,1716329349.416469,"['compress', 'edit']",Fine-tune,,GPTQ,Llama-3 (8b),zsre,50,4,c4,0.0,,0.5903005269904572,0.6716417910447762,0.4353296426774031,6.339822292327881,23477.03515625,469.7854309082031,0.172,-1,0.27422222222222226,0.172,0.024930618401206635,4.25,0.27422222222222226,480.132568359375,0.02473290598290598,87.80483798217773,2024-05-21 22:09:09.416469097
204,GPTQ8bit-to-ft,1716329315.1813543,"['compress', 'edit']",Fine-tune,,GPTQ,Llama-3 (8b),zsre,50,8,c4,0.0,,0.6096709870388833,0.6904948939512962,0.4378459989934575,5.572912693023682,67909.859375,459.6851501464844,0.7655982905982905,-1,0.995,0.7661111111111112,0.11094501278772378,8.25,0.995,661.960205078125,0.11067735042735044,87.24051759338379,2024-05-21 22:08:35.181354284
